...Utils file loaded	
...running on GPU	
training model with learning rate = 0.050, K = 10, J = 20, threshold = 0.010, embedding size = 50, and batch size = 200...	
Running LSTM model	
Epoch 0, epsilon = 1.000, sum(y)/len(y) = 465/1000, {Recall = 0.611404, Precision = 0.335260, F1 = 0.433056}, query = aurora	
Epoch 188, epsilon = 0.100, sum(y)/len(y) = 263/1000, {Recall = 0.495927, Precision = 0.486601, F1 = 0.491220}, query = aurora	
Epoch 189, epsilon = 0.100, sum(y)/len(y) = 256/1000, {Recall = 0.489698, Precision = 0.491582, F1 = 0.490639}, query = aurora	
Epoch 190, epsilon = 0.100, sum(y)/len(y) = 317/1000, {Recall = 0.528031, Precision = 0.427463, F1 = 0.472454}, query = aurora	
Epoch 191, epsilon = 0.100, sum(y)/len(y) = 211/1000, {Recall = 0.436033, Precision = 0.534351, F1 = 0.480211}, query = aurora	
Epoch 192, epsilon = 0.100, sum(y)/len(y) = 363/1000, {Recall = 0.566842, Precision = 0.400068, F1 = 0.469072}, query = aurora	
Epoch 193, epsilon = 0.100, sum(y)/len(y) = 284/1000, {Recall = 0.521802, Precision = 0.477632, F1 = 0.498741}, query = aurora	
Epoch 194, epsilon = 0.100, sum(y)/len(y) = 241/1000, {Recall = 0.474365, Precision = 0.505102, F1 = 0.489251}, query = aurora	
Epoch 195, epsilon = 0.100, sum(y)/len(y) = 295/1000, {Recall = 0.535697, Precision = 0.466806, F1 = 0.498884}, query = aurora	
Epoch 196, epsilon = 0.100, sum(y)/len(y) = 300/1000, {Recall = 0.500240, Precision = 0.429984, F1 = 0.462458}, query = aurora	
Epoch 197, epsilon = 0.100, sum(y)/len(y) = 279/1000, {Recall = 0.525635, Precision = 0.485398, F1 = 0.504716}, query = aurora	
Epoch 198, epsilon = 0.100, sum(y)/len(y) = 238/1000, {Recall = 0.468136, Precision = 0.505171, F1 = 0.485949}, query = aurora	
Epoch 199, epsilon = 0.100, sum(y)/len(y) = 291/1000, {Recall = 0.532343, Precision = 0.469767, F1 = 0.499102}, query = aurora	
Epoch 200, epsilon = 0.100, sum(y)/len(y) = 274/1000, {Recall = 0.489698, Precision = 0.456046, F1 = 0.472274}, query = aurora	
